timestamp (ms);packet no.;rssi;satellites;longitude (Á);latitude (Á);altitude (m);temperature (decy ÁC);pressure (Pa);humidity (%)
2219243;433;-60;3;21.069992;52.502159;-38;414;101462.59;10
2224247;434;-59;3;21.071081;52.501938;-38;415;101461.28;10
2229250;435;-61;3;21.071922;52.501904;-38;414;101458.44;10
2235240;436;-58;0;21.071922;52.501904;-38;414;101456.38;10
2239258;437;-60;3;21.070526;52.501987;-38;414;101453.17;10
2244261;438;-60;3;21.069479;52.502201;-38;416;101460.64;10
2250250;439;-58;0;21.069479;52.502201;-38;416;101455.02;10
2256239;440;-59;0;21.069479;52.502201;-38;416;101455.08;10
2262228;441;-59;0;21.069479;52.502201;-38;415;101457.77;10
2268218;442;-59;0;21.069479;52.502201;-38;416;101464.12;10
2274207;443;-58;0;21.069479;52.502201;-38;416;101456.57;10
2280196;444;-58;0;21.069479;52.502201;-38;416;101459.12;10
2286186;445;-60;0;21.069479;52.502201;-38;416;101458.28;10
2292175;446;-59;0;21.069479;52.502201;-38;416;101458.67;10
2298163;447;-60;0;21.069479;52.502201;-38;415;101470.8;10
2304153;448;-59;0;21.069479;52.502201;-38;413;101455.1;10
2310142;449;-58;0;21.069479;52.502201;-38;413;101448.88;10
2316131;450;-59;0;21.069479;52.502201;-38;412;101460.32;11
2322121;451;-59;0;21.069479;52.502201;-38;412;101453.67;11
2328110;452;-59;0;21.069479;52.502201;-38;412;101453.05;11
2334100;453;-59;0;21.069479;52.502201;-38;411;101452.05;11
2340090;454;-58;0;21.069479;52.502201;-38;411;101449.94;11
2346079;455;-59;0;21.069479;52.502201;-38;411;101445.42;11
2352067;456;-60;0;21.069479;52.502201;-38;413;101453.39;11
2358056;457;-59;0;21.069479;52.502201;-38;413;101452.91;11
2364044;458;-60;0;21.069479;52.502201;-38;414;101457.56;10
2370033;459;-58;0;21.069479;52.502201;-38;414;101451.95;10
2376021;460;-60;0;21.069479;52.502201;-38;414;101457.56;10
2382010;461;-59;0;21.069479;52.502201;-38;413;101452.04;10
2387999;462;-59;0;21.069479;52.502201;-38;411;101454.38;11
2393988;463;-59;0;21.069479;52.502201;-38;411;101451.69;11
2399977;464;-58;0;21.069479;52.502201;-38;412;101450.64;11
2405966;465;-59;0;21.069479;52.502201;-38;413;101453.53;10
2411955;466;-59;0;21.069479;52.502201;-38;414;101459.89;10
2417944;467;-59;0;21.069479;52.502201;-38;411;101452.44;11
2423934;468;-60;0;21.069479;52.502201;-38;413;101450.23;10
2429922;469;-58;0;21.069479;52.502201;-38;413;101450.81;11
2435911;470;-59;0;21.069479;52.502201;-38;411;101451.56;11
2441900;471;-59;0;21.069479;52.502201;-38;411;101457.91;11
2447889;472;-58;0;21.069479;52.502201;-38;411;101453.53;11
2453878;473;-59;0;21.069479;52.502201;-38;412;101450.38;11
2459867;474;-58;0;21.069479;52.502201;-38;412;101449.1;11
2465856;475;-61;0;21.069479;52.502201;-38;414;101450.02;10
2471845;476;-59;0;21.069479;52.502201;-38;415;101448.95;10
2477834;477;-59;0;21.069479;52.502201;-38;414;101453.83;10
2483823;478;-59;0;21.069479;52.502201;-38;414;101457.08;10
2489812;479;-59;0;21.069479;52.502201;-38;414;101462.24;10
2495801;480;-59;0;21.069479;52.502201;-38;414;101449.66;10
2501791;481;-59;0;21.069479;52.502201;-38;412;101447.22;11
2507780;482;-59;0;21.069479;52.502201;-38;411;101458.05;11
2513770;483;-60;0;21.069479;52.502201;-38;411;101449.94;11
2519760;484;-58;0;21.069479;52.502201;-38;412;101453.45;11
2525749;485;-60;0;21.069479;52.502201;-38;412;101451.48;11
2531738;486;-60;0;21.069479;52.502201;-38;412;101452.58;11
2537727;487;-59;0;21.069479;52.502201;-38;413;101451.68;11
2543715;488;-59;0;21.069479;52.502201;-38;414;101451.11;10
2549704;489;-59;0;21.069479;52.502201;-38;414;101452.08;10
2555693;490;-59;0;21.069479;52.502201;-38;414;101454.18;10
2561682;491;-60;0;21.069479;52.502201;-38;414;101453.66;10
2567671;492;-59;0;21.069479;52.502201;-38;414;101441.34;10
2573660;493;-59;0;21.069479;52.502201;-38;414;101453.17;10
2579648;494;-60;0;21.069479;52.502201;-38;414;101452.73;10
2585637;495;-59;0;21.069479;52.502201;-38;414;101448.22;10
2591625;496;-60;0;21.069479;52.502201;-38;414;101460.14;10
2597614;497;-59;0;21.069479;52.502201;-38;414;101451.02;10
2603603;498;-60;0;21.069479;52.502201;-38;414;101451.11;10
2609592;499;-59;0;21.069479;52.502201;-38;413;101450.11;10
2615582;500;-58;0;21.069479;52.502201;-38;413;101449.02;10
2621571;501;-60;0;21.069479;52.502201;-38;414;101450.14;10
2627559;502;-59;0;21.069479;52.502201;-38;415;101450.05;10
2633548;503;-59;0;21.069479;52.502201;-38;415;101455.57;10
2639537;504;-60;0;21.069479;52.502201;-38;416;101450.7;10
2645526;505;-59;0;21.069479;52.502201;-38;415;101450.8;10
2651515;506;-59;0;21.069479;52.502201;-38;415;101452.25;10
2657504;507;-58;0;21.069479;52.502201;-38;414;101446.86;10
2663493;508;-59;0;21.069479;52.502201;-38;416;101441.44;10
2669482;509;-59;0;21.069479;52.502201;-38;416;101454.15;10
2675471;510;-58;0;21.069479;52.502201;-38;416;101455.02;10
2681459;511;-59;0;21.069479;52.502201;-38;416;101451.18;10
2687448;512;-59;0;21.069479;52.502201;-38;415;101457.28;10
2693437;513;-60;0;21.069479;52.502201;-38;413;101452.2;10
2699425;514;-60;0;21.069479;52.502201;-38;415;101448.95;10
2705413;515;-59;0;21.069479;52.502201;-38;417;101452.34;10
2711402;516;-60;0;21.069479;52.502201;-38;417;101454.05;10
2717390;517;-60;0;21.069479;52.502201;-38;416;101455.02;10
2723378;518;-60;0;21.069479;52.502201;-38;417;101448.44;10
2729366;519;-59;0;21.069479;52.502201;-38;415;101442.86;10
2735354;520;-58;0;21.069479;52.502201;-38;415;101447.86;10
2741343;521;-60;0;21.069479;52.502201;-38;415;101446.77;10
2747332;522;-59;0;21.069479;52.502201;-38;414;101451.02;10
2753321;523;-59;0;21.069479;52.502201;-38;414;101450.14;10
2759309;524;-59;0;21.069479;52.502201;-38;416;101457.83;10
2765297;525;-57;0;21.069479;52.502201;-38;416;101443.86;10
2771285;526;-59;0;21.069479;52.502201;-38;416;101448.15;10
2777274;527;-59;0;21.069479;52.502201;-38;414;101451.38;10
2783262;528;-60;0;21.069479;52.502201;-38;416;101444.7;10
2789251;529;-59;0;21.069479;52.502201;-38;415;101448.25;10
2795239;530;-58;0;21.069479;52.502201;-38;415;101446.77;10
2801228;531;-60;0;21.069479;52.502201;-38;417;101448.7;10
2807215;532;-61;0;21.069479;52.502201;-38;418;101457.62;10
2813204;533;-59;0;21.069479;52.502201;-38;418;101447.23;10
2819193;534;-59;0;21.069479;52.502201;-38;417;101444.8;10
2825182;535;-58;0;21.069479;52.502201;-38;418;101447.12;10
2831169;536;-59;0;21.069479;52.502201;-38;418;101446.39;10
2837158;537;-60;0;21.069479;52.502201;-38;418;101445.42;10
2843146;538;-60;0;21.069479;52.502201;-38;417;101449.44;10
2849134;539;-59;0;21.069479;52.502201;-38;418;101457.14;10
2855121;540;-58;0;21.069479;52.502201;-38;418;101451.27;10
2861108;541;-59;0;21.069479;52.502201;-38;418;101449.55;10
2867096;542;-60;0;21.069479;52.502201;-38;416;101449.41;10
2873084;543;-59;0;21.069479;52.502201;-38;416;101444.09;10
2879071;544;-61;0;21.069479;52.502201;-38;417;101447.83;10
2885059;545;-58;0;21.069479;52.502201;-38;418;101450.91;10
2891047;546;-54;0;21.069479;52.502201;-38;419;101446.64;10
2897035;547;-55;0;21.069479;52.502201;-38;418;101443.22;10
2903023;548;-59;0;21.069479;52.502201;-38;420;101442.4;10
2909011;549;-62;0;21.069479;52.502201;-38;419;101444.83;10
2914998;550;-59;0;21.069479;52.502201;-38;419;101442.73;10
2920985;551;-57;0;21.069479;52.502201;-38;419;101442.12;10
2926972;552;-57;0;21.069479;52.502201;-38;419;101439.09;10
2932959;553;-56;0;21.069479;52.502201;-38;418;101447.84;10
2938946;554;-65;0;21.069479;52.502201;-38;416;101445.95;10
2944934;555;-56;0;21.069479;52.502201;-38;417;101442.33;10
2950921;556;-67;0;21.069479;52.502201;-38;417;101441.59;10
2956909;557;-64;0;21.069479;52.502201;-38;416;101444.62;10
2962897;558;-64;0;21.069479;52.502201;-38;418;101447.36;10
2968885;559;-60;0;21.069479;52.502201;-38;419;101444.45;10
2974872;560;-64;0;21.069479;52.502201;-38;419;101444.22;10
2980860;561;-60;0;21.069479;52.502201;-38;419;101437.99;10
2986848;562;-60;0;21.069479;52.502201;-38;419;101440.8;10
2992835;563;-56;0;21.069479;52.502201;-38;418;101438.94;10
2998822;564;-57;0;21.069479;52.502201;-38;417;101445.24;10
3004810;565;-57;0;21.069479;52.502201;-38;416;101444.25;10
3010798;566;-59;0;21.069479;52.502201;-38;417;101441.59;10
3016786;567;-58;0;21.069479;52.502201;-38;416;101435.22;10
3022774;568;-58;0;21.069479;52.502201;-38;418;101441.88;10
3028762;569;-58;0;21.069479;52.502201;-38;418;101441.88;10
3034750;570;-58;0;21.069479;52.502201;-38;418;101437.48;10
3040738;571;-59;0;21.069479;52.502201;-38;417;101438.08;10
3046727;572;-61;0;21.069479;52.502201;-38;418;101434.19;10
3052715;573;-58;0;21.069479;52.502201;-38;418;101443.22;10
3058704;574;-59;0;21.069479;52.502201;-38;418;101440.42;10
3064691;575;-59;0;21.069479;52.502201;-38;418;101435.78;10
3070679;576;-62;0;21.069479;52.502201;-38;417;101438.92;10
3076668;577;-57;0;21.069479;52.502201;-38;416;101433.02;10
3082656;578;-58;0;21.069479;52.502201;-38;415;101438.83;10
3088645;579;-57;0;21.069479;52.502201;-38;414;101433.09;10
3094634;580;-58;0;21.069479;52.502201;-38;415;101437.12;10
3100623;581;-60;0;21.069479;52.502201;-38;414;101431.6;10
3106613;582;-58;0;21.069479;52.502201;-38;415;101433.95;10
3112602;583;-59;0;21.069479;52.502201;-38;416;101441.28;10
3118591;584;-59;0;21.069479;52.502201;-38;417;101436.82;10
3124580;585;-58;0;21.069479;52.502201;-38;415;101440.05;10
3130569;586;-59;0;21.069479;52.502201;-38;416;101443.15;10
3136558;587;-58;0;21.069479;52.502201;-38;416;101436.53;10
3142547;588;-57;0;21.069479;52.502201;-38;418;101430.65;10
3148536;589;-59;0;21.069479;52.502201;-38;416;101438.38;10
3154525;590;-58;0;21.069479;52.502201;-38;419;101438.22;10
3160514;591;-58;0;21.069479;52.502201;-38;417;101432.69;10
3166502;592;-57;0;21.069479;52.502201;-38;418;101434.3;10
3172491;593;-59;0;21.069479;52.502201;-38;415;101429.92;10
3178479;594;-60;0;21.069479;52.502201;-38;414;101433.7;10
3184468;595;-58;0;21.069479;52.502201;-38;414;101429.5;10
3190458;596;-59;0;21.069479;52.502201;-38;415;101437.95;10
3196446;597;-58;0;21.069479;52.502201;-38;413;101427.8;10
3202435;598;-58;0;21.069479;52.502201;-38;414;101437.21;10
3208424;599;-58;0;21.069479;52.502201;-38;414;101427.22;10
3214413;600;-57;0;21.069479;52.502201;-38;416;101430.21;10
3220402;601;-58;0;21.069479;52.502201;-38;415;101433.83;10
3226391;602;-58;0;21.069479;52.502201;-38;415;101433.22;10
3232380;603;-59;0;21.069479;52.502201;-38;413;101422.67;10
3238370;604;-59;0;21.069479;52.502201;-38;415;101428.83;10
3244359;605;-58;0;21.069479;52.502201;-38;415;101429.8;10
3250348;606;-59;0;21.069479;52.502201;-38;415;101431.25;10
3256337;607;-59;0;21.069479;52.502201;-38;415;101435.05;10
3262326;608;-58;0;21.069479;52.502201;-38;417;101435.5;10
3268315;609;-58;0;21.069479;52.502201;-38;415;101434.44;10
3274304;610;-59;0;21.069479;52.502201;-38;414;101428.09;10
3280293;611;-59;0;21.069479;52.502201;-38;415;101434.31;10
3286283;612;-57;0;21.069479;52.502201;-38;414;101429.41;10
3292272;613;-59;0;21.069479;52.502201;-38;415;101420.28;10
3298261;614;-57;0;21.069479;52.502201;-38;415;101432.5;10
3304249;615;-57;0;21.069479;52.502201;-38;415;101428.7;10
3310238;616;-59;0;21.069479;52.502201;-38;416;101441.28;10
3316228;617;-60;0;21.069479;52.502201;-38;416;101430.44;10
3322217;618;-58;0;21.069479;52.502201;-38;416;101428.5;10
3328207;619;-59;0;21.069479;52.502201;-38;417;101428.56;10
3334197;620;-58;0;21.069479;52.502201;-38;415;101433.95;10
3340185;621;-60;0;21.069479;52.502201;-38;414;101431.6;10
3346174;622;-59;0;21.069479;52.502201;-38;416;101428.73;10
3352163;623;-59;0;21.069479;52.502201;-38;417;101438.92;10
3358151;624;-59;0;21.069479;52.502201;-38;418;101435.29;10
3364140;625;-59;0;21.069479;52.502201;-38;417;101428.56;10
3370129;626;-59;0;21.069479;52.502201;-38;417;101437.81;10
3376118;627;-61;0;21.069479;52.502201;-38;417;101431.59;10
3382108;628;-58;0;21.069479;52.502201;-38;418;101430.16;10
3388097;629;-59;0;21.069479;52.502201;-38;417;101418.91;10
3394087;630;-58;0;21.069479;52.502201;-38;416;101428.66;10
3400076;631;-58;0;21.069479;52.502201;-38;415;101429.44;10
3406065;632;-58;0;21.069479;52.502201;-38;417;101430.14;10
3412053;633;-57;0;21.069479;52.502201;-38;417;101430.14;10
3418042;634;-58;0;21.069479;52.502201;-38;415;101425.8;10
3424032;635;-58;0;21.069479;52.502201;-38;414;101421.7;10
3430021;636;-59;0;21.069479;52.502201;-38;415;101434.92;10
3436010;637;-60;0;21.069479;52.502201;-38;416;101434.34;10
3441998;638;-58;0;21.069479;52.502201;-38;416;101428.05;10
3447987;639;-59;0;21.069479;52.502201;-38;416;101438.47;10
3453976;640;-58;0;21.069479;52.502201;-38;417;101428.3;10
3459965;641;-57;0;21.069479;52.502201;-38;417;101432.81;10
3465954;642;-57;0;21.069479;52.502201;-38;415;101431.63;10
3471944;643;-56;0;21.069479;52.502201;-38;415;101427.34;10
3477934;644;-56;0;21.069479;52.502201;-38;414;101423.05;10
3483923;645;-56;0;21.069479;52.502201;-38;414;101417.44;10
3489912;646;-56;0;21.069479;52.502201;-38;414;101428.09;10
3495902;647;-58;0;21.069479;52.502201;-38;415;101434.92;10
3501891;648;-56;0;21.069479;52.502201;-38;417;101423.43;10
3507881;649;-58;0;21.069479;52.502201;-38;415;101424.92;10
3513870;650;-59;0;21.069479;52.502201;-38;416;101426.53;10
3519859;651;-59;0;21.069479;52.502201;-38;416;101427.02;10
3525848;652;-60;0;21.069479;52.502201;-38;418;101436;10
3531836;653;-59;0;21.069479;52.502201;-38;417;101431.85;10
3537825;654;-58;0;21.069479;52.502201;-38;415;101434.44;10
3543814;655;-59;0;21.069479;52.502201;-38;414;101426.38;10
3549803;656;-58;0;21.069479;52.502201;-38;415;101427.12;10
3555793;657;-59;0;21.069479;52.502201;-38;415;101430.31;10
3561783;658;-57;0;21.069479;52.502201;-38;415;101429.09;10
3567773;659;-57;0;21.069479;52.502201;-38;415;101424.09;10
3573763;660;-56;0;21.069479;52.502201;-38;416;101428.95;10
3579752;661;-57;0;21.069479;52.502201;-38;418;101432.09;10
3585742;662;-58;0;21.069479;52.502201;-38;417;101430.98;10
3591732;663;-57;0;21.069479;52.502201;-38;416;101428.66;10
3597721;664;-57;0;21.069479;52.502201;-38;417;101422.56;10
3603711;665;-57;0;21.069479;52.502201;-38;416;101430.86;10
3609701;666;-57;0;21.069479;52.502201;-38;415;101430.53;10
3615691;667;-58;0;21.069479;52.502201;-38;415;101427.34;10
3621680;668;-57;0;21.069479;52.502201;-38;418;101426.74;10
3627669;669;-57;0;21.069479;52.502201;-38;417;101427.34;10
3633658;670;-57;0;21.069479;52.502201;-38;416;101430.86;10
3639647;671;-56;0;21.069479;52.502201;-38;414;101423.31;10
3645635;672;-59;0;21.069479;52.502201;-38;416;101417.44;10
3651624;673;-57;0;21.069479;52.502201;-38;417;101425.48;10
3657614;674;-59;0;21.069479;52.502201;-38;418;101425.03;10
3663604;675;-57;0;21.069479;52.502201;-38;418;101432.22;10
3669594;676;-59;0;21.069479;52.502201;-38;418;101429.67;10
3675583;677;-59;0;21.069479;52.502201;-38;419;101424.18;10
3681573;678;-61;0;21.069479;52.502201;-38;417;101424.75;10
3687563;679;-58;0;21.069479;52.502201;-38;414;101433.7;10
3693553;680;-58;0;21.069479;52.502201;-38;416;101425.05;10
3699541;681;-59;0;21.069479;52.502201;-38;417;101429.39;10
3705531;682;-58;0;21.069479;52.502201;-38;417;101424.66;10
3711520;683;-59;0;21.069479;52.502201;-38;418;101429.55;10
3717509;684;-59;0;21.069479;52.502201;-38;418;101425.38;10
3723498;685;-57;0;21.069479;52.502201;-38;419;101434.09;10
3729487;686;-54;0;21.069479;52.502201;-38;419;101431.27;10
3735477;687;-53;0;21.069479;52.502201;-38;418;101430.06;10
3741466;688;-54;0;21.069479;52.502201;-38;419;101432.27;10
3747455;689;-55;0;21.069479;52.502201;-38;420;101427.26;10
3753444;690;-53;0;21.069479;52.502201;-38;419;101423.08;10
3759433;691;-54;0;21.069479;52.502201;-38;419;101425.4;10
3765422;692;-54;0;21.069479;52.502201;-38;419;101430.78;10
3771411;693;-54;0;21.069479;52.502201;-38;418;101424.55;10
3777400;694;-53;0;21.069479;52.502201;-38;416;101427.8;10
3783390;695;-53;0;21.069479;52.502201;-38;416;101422.5;10
3789379;696;-54;0;21.069479;52.502201;-38;416;101425.05;10
3795368;697;-53;0;21.069479;52.502201;-38;417;101422.45;10
3801357;698;-54;0;21.069479;52.502201;-38;419;101421.38;10
3807346;699;-53;0;21.069479;52.502201;-38;419;101425.05;10
3813335;700;-53;0;21.069479;52.502201;-38;420;101428.47;10
3819325;701;-55;0;21.069479;52.502201;-38;420;101423.95;10
3825314;702;-53;0;21.069479;52.502201;-38;419;101429.45;10
3831304;703;-54;0;21.069479;52.502201;-38;419;101429.08;10
3837293;704;-54;0;21.069479;52.502201;-38;420;101426.08;10
3843282;705;-54;0;21.069479;52.502201;-38;419;101428.09;10
3849271;706;-53;0;21.069479;52.502201;-38;417;101427.2;10
3855260;707;-53;0;21.069479;52.502201;-38;415;101423.7;10
3861249;708;-54;0;21.069479;52.502201;-38;415;101423.09;10
3867239;709;-55;0;21.069479;52.502201;-38;415;101424.8;10
3873229;710;-53;0;21.069479;52.502201;-38;414;101424.67;10
3879219;711;-54;0;21.069479;52.502201;-38;414;101417.34;10
3885209;712;-54;0;21.069479;52.502201;-38;415;101428.6;10
3891198;713;-54;0;21.069479;52.502201;-38;414;101422.7;10
3897189;714;-54;0;21.069479;52.502201;-38;414;101425.12;10
3903179;715;-54;0;21.069479;52.502201;-38;414;101424.77;10
3909169;716;-53;0;21.069479;52.502201;-38;413;101417.53;10
3915159;717;-53;0;21.069479;52.502201;-38;413;101424.86;10
3921149;718;-54;0;21.069479;52.502201;-38;414;101423.67;10
3927139;719;-54;0;21.069479;52.502201;-38;414;101420.6;10
3933130;720;-53;0;21.069479;52.502201;-38;412;101412.86;11
3939120;721;-53;0;21.069479;52.502201;-38;412;101421.5;11
3945109;722;-54;0;21.069479;52.502201;-38;412;101419.12;11
3951099;723;-53;0;21.069479;52.502201;-38;413;101418.86;11
3957089;724;-53;0;21.069479;52.502201;-38;414;101427.7;10
3963079;725;-53;0;21.069479;52.502201;-38;413;101421.57;10
3969068;726;-53;0;21.069479;52.502201;-38;414;101421.7;10
3975058;727;-55;0;21.069479;52.502201;-38;413;101425.08;10
3981047;728;-54;0;21.069479;52.502201;-38;413;101420.56;11
3987037;729;-55;0;21.069479;52.502201;-38;413;101413.38;10
3993027;730;-53;0;21.069479;52.502201;-38;413;101420.47;10
3999017;731;-54;0;21.069479;52.502201;-38;412;101424.17;11
4005007;732;-54;0;21.069479;52.502201;-38;412;101415.75;11
4010996;733;-54;0;21.069479;52.502201;-38;411;101413.03;11
4016987;734;-53;0;21.069479;52.502201;-38;412;101417.2;11
4022976;735;-54;0;21.069479;52.502201;-38;409;101415.4;11
4028966;736;-53;0;21.069479;52.502201;-38;410;101415.31;11
4034956;737;-53;0;21.069479;52.502201;-38;410;101419.91;11
4040946;738;-53;0;21.069479;52.502201;-38;411;101411.77;11
4046936;739;-53;0;21.069479;52.502201;-38;412;101420.27;11
4052926;740;-53;0;21.069479;52.502201;-38;412;101417.38;11
4058916;741;-54;0;21.069479;52.502201;-38;412;101410.27;11
4064906;742;-54;0;21.069479;52.502201;-38;412;101416.81;11
4070896;743;-55;0;21.069479;52.502201;-38;412;101415.02;11
4076886;744;-54;0;21.069479;52.502201;-38;412;101416.31;11
4082877;745;-54;0;21.069479;52.502201;-38;412;101415.5;11
4088868;746;-54;0;21.069479;52.502201;-38;410;101412.03;11
4094859;747;-53;0;21.069479;52.502201;-38;410;101420.05;11
4100850;748;-53;0;21.069479;52.502201;-38;410;101415.92;11
4106841;749;-54;0;21.069479;52.502201;-38;410;101413.97;11
4112832;750;-54;0;21.069479;52.502201;-38;410;101413.61;11
4118823;751;-54;0;21.069479;52.502201;-38;410;101410.15;11
4124814;752;-52;0;21.069479;52.502201;-38;410;101414.3;11
4130805;753;-54;0;21.069479;52.502201;-38;409;101405.28;11
4136795;754;-54;0;21.069479;52.502201;-38;412;101408.17;11
4142786;755;-53;0;21.069479;52.502201;-38;411;101410.59;11
4148776;756;-53;0;21.069479;52.502201;-38;412;101410.98;11
4154766;757;-53;0;21.069479;52.502201;-38;412;101409.89;11
4160757;758;-54;0;21.069479;52.502201;-38;412;101408.95;11
4166747;759;-54;0;21.069479;52.502201;-38;412;101415.89;11
4172738;760;-55;0;21.069479;52.502201;-38;412;101411.77;11
4178727;761;-54;0;21.069479;52.502201;-38;412;101406.59;11
4184717;762;-54;0;21.069479;52.502201;-38;412;101407.7;11
4190708;763;-54;0;21.069479;52.502201;-38;411;101411.77;11
4196699;764;-54;0;21.069479;52.502201;-38;410;101407.52;11
4202690;765;-54;0;21.069479;52.502201;-38;412;101412.08;11
4208680;766;-54;0;21.069479;52.502201;-38;412;101412.21;11
4214671;767;-54;0;21.069479;52.502201;-38;412;101405.5;11
4220661;768;-55;0;21.069479;52.502201;-38;412;101412.02;11
4226651;769;-55;0;21.069479;52.502201;-38;412;101414.83;11
4232640;770;-54;0;21.069479;52.502201;-38;410;101410.41;11
4238630;771;-54;0;21.069479;52.502201;-38;409;101402.47;11
4244621;772;-55;0;21.069479;52.502201;-38;409;101408.08;11
4250611;773;-54;0;21.069479;52.502201;-38;410;101412.25;11
4256600;774;-55;0;21.069479;52.502201;-38;412;101412.47;11
4262590;775;-55;0;21.069479;52.502201;-38;410;101407.83;11
4268580;776;-54;0;21.069479;52.502201;-38;411;101403.27;11
4274570;777;-55;0;21.069479;52.502201;-38;410;101410.41;11
4280561;778;-54;0;21.069479;52.502201;-38;410;101416.02;11
4286552;779;-55;0;21.069479;52.502201;-38;409;101414.61;11
4292542;780;-54;0;21.069479;52.502201;-38;408;101411.92;11
4298532;781;-55;0;21.069479;52.502201;-38;408;101412.28;11
4304522;782;-54;0;21.069479;52.502201;-38;411;101402.27;11
4310513;783;-54;0;21.069479;52.502201;-38;411;101407.43;11
4316504;784;-56;0;21.069479;52.502201;-38;411;101409.14;11
4322494;785;-55;0;21.069479;52.502201;-38;411;101407.43;11
4328485;786;-54;0;21.069479;52.502201;-38;411;101413.66;11
4334475;787;-54;0;21.069479;52.502201;-38;411;101405.72;11
4340465;788;-54;0;21.069479;52.502201;-38;411;101409.75;11
4346455;789;-56;0;21.069479;52.502201;-38;411;101412.64;11
4352446;790;-55;0;21.069479;52.502201;-38;410;101407.99;11
4358436;791;-55;0;21.069479;52.502201;-38;409;101405.1;11
4364427;792;-54;0;21.069479;52.502201;-38;409;101413.08;11
4370418;793;-54;0;21.069479;52.502201;-38;409;101409.62;11
4376408;794;-55;0;21.069479;52.502201;-38;411;101406.16;11
4382399;795;-55;0;21.069479;52.502201;-38;410;101408.61;11
4388390;796;-55;0;21.069479;52.502201;-38;410;101401.3;11
4394380;797;-55;0;21.069479;52.502201;-38;410;101410.06;11
4400371;798;-54;0;21.069479;52.502201;-38;411;101413.03;11
4406362;799;-54;0;21.069479;52.502201;-38;411;101413.27;11
4412352;800;-55;0;21.069479;52.502201;-38;412;101412.69;11
4418343;801;-56;0;21.069479;52.502201;-38;412;101415.02;11
4424334;802;-54;0;21.069479;52.502201;-38;411;101408.66;11
4430324;803;-54;0;21.069479;52.502201;-38;412;101411.2;11
4436315;804;-54;0;21.069479;52.502201;-38;411;101407.17;11
4442306;805;-55;0;21.069479;52.502201;-38;411;101411.07;11
4448297;806;-54;0;21.069479;52.502201;-38;410;101404.94;11
4454287;807;-55;0;21.069479;52.502201;-38;409;101402.47;11
4460278;808;-54;0;21.069479;52.502201;-38;409;101405.1;11
4466269;809;-54;0;21.069479;52.502201;-38;410;101411.89;11
4472260;810;-56;0;21.069479;52.502201;-38;410;101413.97;11
4478251;811;-54;0;21.069479;52.502201;-38;410;101406.64;11
4484242;812;-55;0;21.069479;52.502201;-38;411;101416.94;11
4490233;813;-53;0;21.069479;52.502201;-38;410;101411.41;11
4496224;814;-55;0;21.069479;52.502201;-38;410;101412.95;11
4502216;815;-55;0;21.069479;52.502201;-38;409;101408.16;11
4508206;816;-55;0;21.069479;52.502201;-38;410;101405.02;11
4514198;817;-55;0;21.069479;52.502201;-38;409;101410.02;11
4520189;818;-55;0;21.069479;52.502201;-38;411;101411.55;11
4526180;819;-52;0;21.069479;52.502201;-38;411;101416.06;11
4532171;820;-55;0;21.069479;52.502201;-38;411;101414.75;11
4538161;821;-58;0;21.069479;52.502201;-38;411;101408.97;11
4544152;822;-58;0;21.069479;52.502201;-38;411;101407.04;11
4550142;823;-55;0;21.069479;52.502201;-38;410;101412.51;11
4556133;824;-57;0;21.069479;52.502201;-38;409;101411.98;11
4562124;825;-58;0;21.069479;52.502201;-38;409;101409.39;11
4568114;826;-64;0;21.069479;52.502201;-38;411;101407.43;11
4574105;827;-57;0;21.069479;52.502201;-38;411;101409.14;11
4580095;828;-56;0;21.069479;52.502201;-38;412;101411.59;11
4586085;829;-55;0;21.069479;52.502201;-38;411;101402.66;11
4592076;830;-55;0;21.069479;52.502201;-38;412;101405.77;11
4598066;831;-54;0;21.069479;52.502201;-38;410;101409.45;11
4604056;832;-53;0;21.069479;52.502201;-38;411;101409.98;11
4610047;833;-54;0;21.069479;52.502201;-38;411;101413.17;11
4616037;834;-54;0;21.069479;52.502201;-38;412;101413.3;11
4622028;835;-54;0;21.069479;52.502201;-38;411;101401.82;11
4628018;836;-57;0;21.069479;52.502201;-38;412;101405.31;11
4634007;837;-55;0;21.069479;52.502201;-38;413;101413.77;11
4639997;838;-53;0;21.069479;52.502201;-38;414;101416.09;11
4645988;839;-55;0;21.069479;52.502201;-38;414;101414.77;11
4651977;840;-52;0;21.069479;52.502201;-38;414;101410.48;11
4657968;841;-53;0;21.069479;52.502201;-38;412;101403.6;11
4663958;842;-52;0;21.069479;52.502201;-38;412;101404.67;11
4669948;843;-53;0;21.069479;52.502201;-38;413;101408.02;11
4675939;844;-53;0;21.069479;52.502201;-38;412;101408.12;11
4681930;845;-54;0;21.069479;52.502201;-38;410;101407.73;11
4687920;846;-53;0;21.069479;52.502201;-38;411;101411.77;11
4693911;847;-56;0;21.069479;52.502201;-38;411;101408.66;11
4699902;848;-54;0;21.069479;52.502201;-38;411;101410.37;11
4705893;849;-53;0;21.069479;52.502201;-38;411;101408.27;11
4711885;850;-53;0;21.069479;52.502201;-38;411;101399.72;11
4717876;851;-54;0;21.069479;52.502201;-38;411;101407.43;11
4723867;852;-52;0;21.069479;52.502201;-38;411;101407.43;11
4729858;853;-55;0;21.069479;52.502201;-38;409;101401.86;11
1250;1;-52;0;21.069479;52.502201;-38;407;101404.95;11
